id,species,year,month,total_length_mm,weight_g,sampling_site,lat,lon,protective_regime,proximity_human_settlements,date
40105,Patella candei,1999,9,57.00,"12,15",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40117,Patella candei,1999,9,57.00,"13,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5159,Patella aspera,1999,9,58.00,"24,98",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5186,Patella aspera,1999,9,58.00,"15,65",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5194,Patella aspera,1999,9,58.00,"17,75",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40055,Patella candei,1999,9,58.00,"17,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40065,Patella candei,1999,9,58.00,"11,10",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40078,Patella candei,1999,9,58.00,"14,30",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40079,Patella candei,1999,9,58.00,"16,70",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40126,Patella candei,1999,9,58.00,"14,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40127,Patella candei,1999,9,58.00,"14,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40142,Patella candei,1999,9,58.00,"14,97",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5160,Patella aspera,1999,9,59.00,"15,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5132,Patella aspera,1999,9,60.00,"19,61",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5135,Patella aspera,1999,9,60.00,"16,45",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5175,Patella aspera,1999,9,60.00,"17,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40054,Patella candei,1999,9,60.00,"15,83",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40058,Patella candei,1999,9,60.00,"18,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40061,Patella candei,1999,9,60.00,"15,36",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40077,Patella candei,1999,9,60.00,"16,68",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40112,Patella candei,1999,9,60.00,"16,38",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5188,Patella aspera,1999,9,61.00,"17,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40081,Patella candei,1999,9,61.00,"20,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40091,Patella candei,1999,9,61.00,"18,50",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40113,Patella candei,1999,9,61.00,"15,81",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40141,Patella candei,1999,9,61.00,"13,36",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5134,Patella aspera,1999,9,62.00,"16,43",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5182,Patella aspera,1999,9,62.00,"15,96",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5210,Patella aspera,1999,9,63.00,"33,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5185,Patella aspera,1999,9,64.00,"18,71",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40057,Patella candei,1999,9,64.00,"17,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
40099,Patella candei,1999,9,65.00,"19,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5161,Patella aspera,1999,9,66.00,"24,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5211,Patella aspera,1999,9,66.00,"28,3",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5221,Patella aspera,1999,9,66.00,"21,53",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5212,Patella aspera,1999,9,67.00,"22,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,9/1/99
5270,Patella aspera,1999,10,32.00,"2,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5296,Patella aspera,1999,10,34.00,"2,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5281,Patella aspera,1999,10,35.00,"4,82",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40150,Patella candei,1999,10,35.00,"2,40",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40185,Patella candei,1999,10,35.00,"3,00",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5256,Patella aspera,1999,10,36.00,"4,44",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5264,Patella aspera,1999,10,36.00,"5,59",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5265,Patella aspera,1999,10,36.00,"3,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5266,Patella aspera,1999,10,36.00,"4,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5261,Patella aspera,1999,10,37.00,"15,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5277,Patella aspera,1999,10,37.00,"4,23",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40158,Patella candei,1999,10,37.00,"3,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40175,Patella candei,1999,10,37.00,"2,96",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5253,Patella aspera,1999,10,38.00,"4,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5272,Patella aspera,1999,10,38.00,"3,55",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5282,Patella aspera,1999,10,38.00,"6,4",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5260,Patella aspera,1999,10,39.00,"6,16",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5297,Patella aspera,1999,10,39.00,"5,42",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40183,Patella candei,1999,10,39.00,"3,39",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40191,Patella candei,1999,10,39.00,"3,11",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5238,Patella aspera,1999,10,40.00,"7,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5257,Patella aspera,1999,10,40.00,"7,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40167,Patella candei,1999,10,40.00,"3,20",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40186,Patella candei,1999,10,40.00,"3,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40189,Patella candei,1999,10,40.00,"3,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5255,Patella aspera,1999,10,41.00,"6,6",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40146,Patella candei,1999,10,41.00,"4,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40155,Patella candei,1999,10,41.00,"4,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40188,Patella candei,1999,10,41.00,"5,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5239,Patella aspera,1999,10,42.00,"11,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5258,Patella aspera,1999,10,42.00,"7,4",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5259,Patella aspera,1999,10,42.00,"7,57",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5292,Patella aspera,1999,10,42.00,"4,45",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40168,Patella candei,1999,10,42.00,"4,92",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40176,Patella candei,1999,10,42.00,"4,62",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40178,Patella candei,1999,10,42.00,"3,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40192,Patella candei,1999,10,42.00,"4,16",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5240,Patella aspera,1999,10,43.00,"5,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5274,Patella aspera,1999,10,43.00,"4,74",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5276,Patella aspera,1999,10,43.00,"5,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40187,Patella candei,1999,10,43.00,"5,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5237,Patella aspera,1999,10,44.00,"6,58",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5262,Patella aspera,1999,10,44.00,"6,33",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5263,Patella aspera,1999,10,44.00,"7,02",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5267,Patella aspera,1999,10,44.00,"9,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5279,Patella aspera,1999,10,44.00,"9,68",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5283,Patella aspera,1999,10,44.00,"5,94",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5287,Patella aspera,1999,10,44.00,"7,35",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40195,Patella candei,1999,10,44.00,"5,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40196,Patella candei,1999,10,44.00,"6,46",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5241,Patella aspera,1999,10,45.00,"7,02",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5249,Patella aspera,1999,10,45.00,"7,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5252,Patella aspera,1999,10,45.00,"8,6",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5286,Patella aspera,1999,10,45.00,"6,94",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40153,Patella candei,1999,10,45.00,"5,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40154,Patella candei,1999,10,45.00,"6,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40156,Patella candei,1999,10,45.00,"6,55",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40177,Patella candei,1999,10,45.00,"5,82",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40198,Patella candei,1999,10,45.00,"5,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5244,Patella aspera,1999,10,46.00,"6,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5245,Patella aspera,1999,10,46.00,"10,5",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5246,Patella aspera,1999,10,46.00,"12,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5251,Patella aspera,1999,10,46.00,"7,85",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5280,Patella aspera,1999,10,46.00,"6,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5290,Patella aspera,1999,10,46.00,"9,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5291,Patella aspera,1999,10,46.00,"7,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40152,Patella candei,1999,10,46.00,"6,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40157,Patella candei,1999,10,46.00,"5,58",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40182,Patella candei,1999,10,46.00,"6,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40193,Patella candei,1999,10,46.00,"6,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40199,Patella candei,1999,10,46.00,"6,93",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5247,Patella aspera,1999,10,47.00,"6,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5248,Patella aspera,1999,10,47.00,"8,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5268,Patella aspera,1999,10,47.00,"7,5",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5284,Patella aspera,1999,10,47.00,"10,11",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5289,Patella aspera,1999,10,47.00,"8,09",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40164,Patella candei,1999,10,47.00,"5,50",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40174,Patella candei,1999,10,47.00,"6,42",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40180,Patella candei,1999,10,47.00,"7,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40197,Patella candei,1999,10,47.00,"7,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5242,Patella aspera,1999,10,48.00,"10,18",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5278,Patella aspera,1999,10,48.00,"8,72",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5298,Patella aspera,1999,10,48.00,"7,04",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5299,Patella aspera,1999,10,48.00,"8,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40161,Patella candei,1999,10,48.00,"7,24",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40171,Patella candei,1999,10,48.00,"6,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40190,Patella candei,1999,10,48.00,"6,18",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40194,Patella candei,1999,10,48.00,"8,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5254,Patella aspera,1999,10,49.00,"10,72",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5285,Patella aspera,1999,10,49.00,"8,48",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5293,Patella aspera,1999,10,49.00,"11,42",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5295,Patella aspera,1999,10,49.00,"9,04",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5243,Patella aspera,1999,10,50.00,"9,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5269,Patella aspera,1999,10,50.00,"11,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5271,Patella aspera,1999,10,50.00,"9,59",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5275,Patella aspera,1999,10,50.00,"6,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5288,Patella aspera,1999,10,50.00,"10,98",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40144,Patella candei,1999,10,50.00,"9,17",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40148,Patella candei,1999,10,50.00,"7,00",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40149,Patella candei,1999,10,50.00,"7,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40151,Patella candei,1999,10,50.00,"7,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40169,Patella candei,1999,10,50.00,"8,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40170,Patella candei,1999,10,50.00,"9,91",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5250,Patella aspera,1999,10,51.00,"8,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40159,Patella candei,1999,10,51.00,"6,65",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40184,Patella candei,1999,10,51.00,"9,39",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40143,Patella candei,1999,10,52.00,"7,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40160,Patella candei,1999,10,52.00,"7,59",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40162,Patella candei,1999,10,52.00,"9,14",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40179,Patella candei,1999,10,52.00,"8,61",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5273,Patella aspera,1999,10,53.00,"10,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40147,Patella candei,1999,10,53.00,"9,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40166,Patella candei,1999,10,53.00,"9,76",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40200,Patella candei,1999,10,54.00,"12,74",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40145,Patella candei,1999,10,55.00,"11,14",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40163,Patella candei,1999,10,55.00,"10,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40165,Patella candei,1999,10,55.00,"11,80",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40181,Patella candei,1999,10,58.00,"11,80",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40172,Patella candei,1999,10,59.00,"14,40",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
40173,Patella candei,1999,10,60.00,"14,23",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5294,Patella aspera,1999,10,61.00,"18,89",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,10/1/99
5370,Patella aspera,1999,11,32.00,"2,76",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5362,Patella aspera,1999,11,35.00,"3,27",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5364,Patella aspera,1999,11,35.00,"3,62",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5324,Patella aspera,1999,11,36.00,"4,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5349,Patella aspera,1999,11,36.00,"3,8",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5363,Patella aspera,1999,11,36.00,"4,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5367,Patella aspera,1999,11,36.00,"4,71",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5318,Patella aspera,1999,11,38.00,"3,98",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5331,Patella aspera,1999,11,38.00,"4,71",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5341,Patella aspera,1999,11,38.00,"0,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5353,Patella aspera,1999,11,38.00,"3,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5360,Patella aspera,1999,11,38.00,"5,18",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5361,Patella aspera,1999,11,38.00,"3,73",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5376,Patella aspera,1999,11,38.00,"3,48",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40208,Patella candei,1999,11,38.00,"3,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40272,Patella candei,1999,11,38.00,"3,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5342,Patella aspera,1999,11,39.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5368,Patella aspera,1999,11,39.00,"4,72",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5379,Patella aspera,1999,11,39.00,"6,02",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40254,Patella candei,1999,11,39.00,"3,80",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5321,Patella aspera,1999,11,40.00,"7,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5332,Patella aspera,1999,11,40.00,"4,76",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5336,Patella aspera,1999,11,40.00,"4,33",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5339,Patella aspera,1999,11,40.00,"4,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5359,Patella aspera,1999,11,40.00,"3,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40205,Patella candei,1999,11,40.00,"4,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40218,Patella candei,1999,11,40.00,"3,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40232,Patella candei,1999,11,40.00,"3,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40251,Patella candei,1999,11,40.00,"4,27",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40261,Patella candei,1999,11,40.00,"4,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40269,Patella candei,1999,11,40.00,"3,82",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40286,Patella candei,1999,11,40.00,"3,24",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40294,Patella candei,1999,11,40.00,"3,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40306,Patella candei,1999,11,40.00,"4,02",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5308,Patella aspera,1999,11,41.00,"5,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5309,Patella aspera,1999,11,41.00,"8,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5313,Patella aspera,1999,11,41.00,"6,21",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5317,Patella aspera,1999,11,41.00,"5,29",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5319,Patella aspera,1999,11,41.00,"5,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5325,Patella aspera,1999,11,41.00,"7,29",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5327,Patella aspera,1999,11,41.00,"6,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5334,Patella aspera,1999,11,41.00,"6,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5335,Patella aspera,1999,11,41.00,"4,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5351,Patella aspera,1999,11,41.00,"6,55",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5377,Patella aspera,1999,11,41.00,"6,2",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40203,Patella candei,1999,11,41.00,"4,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40216,Patella candei,1999,11,41.00,"4,44",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5310,Patella aspera,1999,11,42.00,"6,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5323,Patella aspera,1999,11,42.00,"6,24",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5347,Patella aspera,1999,11,42.00,"5,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5352,Patella aspera,1999,11,42.00,"4,8",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5356,Patella aspera,1999,11,42.00,"7,8",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5357,Patella aspera,1999,11,42.00,"9,15",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5369,Patella aspera,1999,11,42.00,"5,53",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5375,Patella aspera,1999,11,42.00,"6,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40231,Patella candei,1999,11,42.00,"3,88",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40268,Patella candei,1999,11,42.00,"4,24",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5303,Patella aspera,1999,11,43.00,"5,17",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5337,Patella aspera,1999,11,43.00,"5,2",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5338,Patella aspera,1999,11,43.00,"5,51",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5358,Patella aspera,1999,11,43.00,"6,56",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5365,Patella aspera,1999,11,43.00,"5,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5378,Patella aspera,1999,11,43.00,"6,04",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40207,Patella candei,1999,11,43.00,"4,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40215,Patella candei,1999,11,43.00,"6,01",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40230,Patella candei,1999,11,43.00,"4,58",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40243,Patella candei,1999,11,43.00,"5,56",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40250,Patella candei,1999,11,43.00,"6,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40255,Patella candei,1999,11,43.00,"5,91",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40267,Patella candei,1999,11,43.00,"4,83",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40271,Patella candei,1999,11,43.00,"6,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40284,Patella candei,1999,11,43.00,"5,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5305,Patella aspera,1999,11,44.00,"5,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5306,Patella aspera,1999,11,44.00,"8,2",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5346,Patella aspera,1999,11,44.00,"7,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5350,Patella aspera,1999,11,44.00,"10,18",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
5354,Patella aspera,1999,11,44.00,"8,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40213,Patella candei,1999,11,44.00,"7,09",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40220,Patella candei,1999,11,44.00,"4,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40252,Patella candei,1999,11,44.00,"5,17",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
40259,Patella candei,1999,11,44.00,"4,72",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,11/1/99
