Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
361,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.68,2.14,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
362,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.56,1.58,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
363,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.36,2.21,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
364,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.02,2.15,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
365,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.58,1.88,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
366,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.36,2.18,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
367,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.48,2.04,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
368,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.52,2.17,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
369,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.18,1.24,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
370,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.49,2.04,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
371,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.27,1.51,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
372,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.28,0.99,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
373,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.04,1.26,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
374,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.62,1.31,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
375,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.2,0.98,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
376,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.11,1.21,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
377,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.92,1.35,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
378,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.01,1.91,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
379,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.8,1.77,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
380,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.36,1.65,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
381,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.8,1.66,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
382,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.93,1.73,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
383,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.15,1.49,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
384,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.77,1.77,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
385,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.02,1.46,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
386,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,22.49,3.55,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
387,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.91,2.01,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
388,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.58,1.44,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
389,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.96,2.1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
390,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.27,2.28,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
391,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.66,1.58,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
392,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,11.97,0.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
393,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.45,1.45,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
394,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.66,1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
395,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.32,1.24,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
396,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.94,1.97,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
397,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.19,1.89,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
398,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.26,2.07,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
399,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.45,1.61,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
400,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.01,0.61,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
401,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.59,2.12,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
402,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.69,0.91,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
403,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.01,1.38,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
404,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.52,0.94,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
405,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.59,1.47,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
406,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.06,1.06,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
407,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.3,0.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
408,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.17,1.08,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
409,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.34,0.98,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
410,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.32,2.34,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
411,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.49,1.47,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
412,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.3,1.31,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
413,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.69,1.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
414,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.49,0.85,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
415,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.92,0.7,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
416,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.4,1.13,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
417,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.82,0.84,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
418,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.67,0.87,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
419,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,10.35,0.33,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
420,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.17,1.55,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
421,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.34,1.42,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
422,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19,2.07,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
423,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,20.31,2.4,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
424,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.35,1.87,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
425,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.25,2.41,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
426,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.81,2.07,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
427,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.51,1.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
428,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.18,2.28,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
429,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.85,2.41,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
430,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.58,1.96,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
431,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.36,1.8,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
432,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,21.31,3.07,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
433,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.79,0.62,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
434,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.18,2.16,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
435,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.25,1.74,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
436,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.7,0.88,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
437,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.49,1.98,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
438,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.88,1.49,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
439,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.69,1.79,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
440,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.55,0.56,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
441,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.79,1.87,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
442,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.51,1.22,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
443,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.11,0.83,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
444,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.52,0.96,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
445,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.59,0.91,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
446,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.48,0.75,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
447,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.06,1.55,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
448,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.11,0.78,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
449,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,9.88,0.29,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
450,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.38,0.9,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
451,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.91,0.91,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
452,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.08,1.1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
453,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.54,0.99,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
454,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.44,1.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
455,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.51,0.85,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
456,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.45,1.13,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
457,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.84,1.78,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
458,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.73,1.52,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
459,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.38,2.11,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
460,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.49,0.98,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
461,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.3,0.81,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
462,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.93,0.64,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
463,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.35,0.83,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
464,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.04,1.22,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
465,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.4,0.69,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
466,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.53,0.66,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
467,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.53,1.7,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
468,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.85,1.15,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
469,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.5,0.9,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
470,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.79,1.41,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
471,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.3,1.04,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
472,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.05,1.27,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
473,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.61,1.33,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
474,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,11.48,0.48,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
475,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.07,0.74,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
476,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.39,1.52,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
477,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.57,1.13,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
478,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.59,1.17,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
479,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.99,1.27,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
480,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.86,1.03,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
481,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.11,0.63,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
482,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.83,0.85,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
483,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.23,1.25,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
484,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.23,1.29,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
485,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.37,0.84,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
486,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.71,0.59,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
487,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.84,0.65,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
488,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.31,0.56,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
489,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.91,0.72,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
490,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.99,0.6,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
491,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.1,1.01,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
492,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.24,0.83,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
493,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.63,0.78,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
494,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.04,0.91,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
495,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.98,0.95,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
496,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.99,0.93,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
497,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.31,1.13,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
498,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.81,1.87,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
499,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.62,1.28,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
500,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,10.64,0.32,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
501,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,10.44,0.38,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
502,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.13,0.81,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
503,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.66,0.67,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
504,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.64,1.96,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
505,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.19,1.32,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
506,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.93,1.47,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
507,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.3,1.45,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
508,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14,0.82,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
509,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.82,0.86,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
510,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.32,0.99,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
511,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.15,0.86,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
512,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.88,1.4,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
513,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.45,1.28,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
514,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.36,1.73,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
515,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.31,1.06,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
516,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.77,2.1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
517,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.93,1.1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
518,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,19.6,2.34,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
519,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.03,1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
520,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.09,1,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
521,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.11,0.77,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
522,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.87,0.95,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
523,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,20.18,2.32,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
524,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.02,1.24,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
525,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.69,1.06,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
526,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.19,1.73,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
527,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.29,0.74,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
528,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.57,1.39,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
529,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.94,1.31,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
530,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.56,1.27,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
531,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.8,0.89,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
532,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.6,1.19,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
533,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.92,0.74,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
534,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.36,0.9,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
535,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.75,1.27,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
536,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.92,0.89,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
537,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.54,0.79,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
538,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.62,0.98,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
539,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.7,0.62,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
540,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.67,0.74,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
541,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.04,0.61,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
